date_transaction,transaction_id,client_id,compte_destination_id,montant_fcfa,type_transaction,is_risky,type_anomalie,source,montant_log,ratio_seuil,proche_seuil,a_destinataire,jour_semaine,type_decaissement_credit,type_depot,type_remboursement_credit,type_retrait,type_transfert_entrant,type_transfert_sortant,montant_moyen_client,montant_std_client,nb_transactions_client,nb_destinataires_distincts_client,montant_zscore,nb_transactions_7j,montant_cumule_7j
2026-06-18,AMLSIM-12,AMLSIM-CLI-0,AMLSIM-CLI-35,28100.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,10.243560441877241,0.00281,0,1,3,False,False,False,True,False,False,93188.23529411765,106518.77112951115,17,17,-0.6110437020652314,2.0,99000.0
2026-07-03,AMLSIM-4,AMLSIM-CLI-0,AMLSIM-CLI-7,44200.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,10.69650269224425,0.00442,0,1,4,False,False,False,False,False,True,93188.23529411765,106518.77112951115,17,17,-0.4598980524897648,1.0,44200.0
2026-07-11,AMLSIM-8,AMLSIM-CLI-0,AMLSIM-CLI-43,67500.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,11.119897691565697,0.00675,0,1,5,False,True,False,False,False,False,93188.23529411765,106518.77112951115,17,17,-0.24115931738986587,1.0,67500.0
2026-07-14,AMLSIM-17,AMLSIM-CLI-0,AMLSIM-CLI-19,25600.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,10.150386692204734,0.00256,0,1,1,False,False,False,False,False,True,93188.23529411765,106518.77112951115,17,17,-0.6345135234278815,2.0,93100.0
2026-02-08,AMLSIM-38,AMLSIM-CLI-1,AMLSIM-CLI-152,11100.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,9.314790473332646,0.00111,0,1,6,False,False,False,True,False,False,72171.69811320755,107488.24055700854,106,106,-0.5681656861350439,1.0,11100.0
2026-02-13,AMLSIM-71,AMLSIM-CLI-1,AMLSIM-CLI-20,63500.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,11.05881093278828,0.00635,0,1,4,False,True,False,False,False,False,72171.69811320755,107488.24055700854,106,106,-0.08067503378264525,2.0,74600.0
2026-02-16,AMLSIM-33,AMLSIM-CLI-1,AMLSIM-CLI-1193,7100.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,8.867990898182093,0.00071,0,1,0,False,False,True,False,False,False,72171.69811320755,107488.24055700854,106,106,-0.6053787130321736,2.0,70600.0
2026-02-19,AMLSIM-23,AMLSIM-CLI-1,AMLSIM-CLI-114,12400.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,9.425532393502772,0.00124,0,1,3,False,False,False,True,False,False,72171.69811320755,107488.24055700854,106,106,-0.5560714523934768,3.0,83000.0
2026-02-19,AMLSIM-62,AMLSIM-CLI-1,AMLSIM-CLI-361,262100.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,12.476485204641877,0.02621,0,1,3,False,False,False,False,True,False,72171.69811320755,107488.24055700854,106,106,1.766951751659843,4.0,345100.0
2026-02-21,AMLSIM-44,AMLSIM-CLI-1,AMLSIM-CLI-111,30200.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,10.315630315397533,0.00302,0,1,5,False,True,False,False,False,False,72171.69811320755,107488.24055700854,106,106,-0.3904734827012497,4.0,311800.0
2026-02-21,AMLSIM-82,AMLSIM-CLI-1,AMLSIM-CLI-11474,26000.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,10.165890277802454,0.0026,0,1,5,True,False,False,False,False,False,72171.69811320755,107488.24055700854,106,106,-0.42954716094323586,5.0,337800.0
2026-02-21,AMLSIM-116,AMLSIM-CLI-1,AMLSIM-CLI-66,49700.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,10.813780332606648,0.00497,0,1,5,False,False,True,False,False,False,72171.69811320755,107488.24055700854,106,106,-0.2090599765777426,6.0,387500.0
2026-02-21,AMLSIM-121,AMLSIM-CLI-1,AMLSIM-CLI-1376,20200.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,9.913487387114461,0.00202,0,1,5,False,False,False,True,False,False,72171.69811320755,107488.24055700854,106,106,-0.4835060499440739,7.0,407700.0
2026-02-24,AMLSIM-98,AMLSIM-CLI-1,AMLSIM-CLI-244,299700.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,12.610540589969192,0.02997,0,1,1,True,False,False,False,False,False,72171.69811320755,107488.24055700854,106,106,2.116754204492862,7.0,700300.0
2026-02-24,AMLSIM-110,AMLSIM-CLI-1,AMLSIM-CLI-47,77000.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,11.251573687764477,0.0077,0,1,1,False,True,False,False,False,False,72171.69811320755,107488.24055700854,106,106,0.04491893199516739,8.0,777300.0
2026-02-27,AMLSIM-103,AMLSIM-CLI-1,AMLSIM-CLI-53,65200.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,11.08523008522044,0.00652,0,1,4,False,False,False,True,False,False,72171.69811320755,107488.24055700854,106,106,-0.06485949735136513,7.0,568000.0
2026-03-01,AMLSIM-99,AMLSIM-CLI-1,AMLSIM-CLI-364,29500.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,10.292179440058462,0.00295,0,1,6,False,False,False,False,False,True,72171.69811320755,107488.24055700854,106,106,-0.3969857624082474,4.0,471400.0
2026-03-02,AMLSIM-22,AMLSIM-CLI-1,AMLSIM-CLI-621,101900.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,11.531757032705352,0.01019,0,1,0,False,False,True,False,False,False,72171.69811320755,107488.24055700854,106,106,0.27657002442979955,5.0,573300.0
2026-03-02,AMLSIM-73,AMLSIM-CLI-1,AMLSIM-CLI-100,71000.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,11.170449240431308,0.0071,0,1,0,False,False,False,False,True,False,72171.69811320755,107488.24055700854,106,106,-0.010900608350527117,6.0,644300.0
2026-03-03,AMLSIM-48,AMLSIM-CLI-1,AMLSIM-CLI-13,93600.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,11.446796346169297,0.00936,0,1,1,False,False,False,False,False,True,72171.69811320755,107488.24055700854,106,106,0.1993529936182555,5.0,361200.0
2026-03-03,AMLSIM-89,AMLSIM-CLI-1,AMLSIM-CLI-154,27300.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,10.214678610538817,0.00273,0,1,1,False,False,False,True,False,False,72171.69811320755,107488.24055700854,106,106,-0.41745292720166877,6.0,388500.0
2026-03-05,AMLSIM-66,AMLSIM-CLI-1,AMLSIM-CLI-515,225000.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,12.323860125621126,0.0225,0,1,3,False,False,False,False,True,False,72171.69811320755,107488.24055700854,106,106,1.4218009271889653,7.0,613500.0
2026-03-06,AMLSIM-64,AMLSIM-CLI-1,AMLSIM-CLI-24,57300.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,10.956073354557526,0.00573,0,1,4,False,False,False,False,False,True,72171.69811320755,107488.24055700854,106,106,-0.13835522547319623,7.0,605600.0
2026-03-15,AMLSIM-83,AMLSIM-CLI-1,AMLSIM-CLI-28,15600.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,9.65509029374725,0.00156,0,1,6,False,True,False,False,False,False,72171.69811320755,107488.24055700854,106,106,-0.5263010308757731,1.0,15600.0
2026-03-15,AMLSIM-104,AMLSIM-CLI-1,AMLSIM-CLI-36,49700.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,10.813780332606648,0.00497,0,1,6,False,True,False,False,False,False,72171.69811320755,107488.24055700854,106,106,-0.2090599765777426,2.0,65300.0
2026-03-18,AMLSIM-31,AMLSIM-CLI-1,AMLSIM-CLI-3168,33200.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,10.410335274932896,0.00332,0,1,2,False,True,False,False,False,False,72171.69811320755,107488.24055700854,106,106,-0.36256371252840247,3.0,98500.0
2026-03-20,AMLSIM-88,AMLSIM-CLI-1,AMLSIM-CLI-59,21900.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,9.994287576862567,0.00219,0,1,4,False,False,False,True,False,False,72171.69811320755,107488.24055700854,106,106,-0.4676905135127938,4.0,120400.0
2026-03-21,AMLSIM-54,AMLSIM-CLI-1,AMLSIM-CLI-22,30400.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,10.322230781590136,0.00304,0,1,5,False,False,True,False,False,False,72171.69811320755,107488.24055700854,106,106,-0.38861283135639324,5.0,150800.0
2026-03-23,AMLSIM-29,AMLSIM-CLI-1,AMLSIM-CLI-128,9100.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,9.116139576577355,0.00091,0,1,0,False,False,True,False,False,False,72171.69811320755,107488.24055700854,106,106,-0.5867721995836087,4.0,94600.0
2026-03-23,AMLSIM-37,AMLSIM-CLI-1,AMLSIM-CLI-129,115600.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,11.65789988570203,0.01156,0,1,0,False,False,False,False,False,True,72171.69811320755,107488.24055700854,106,106,0.4040246415524687,5.0,210200.0
2026-03-25,AMLSIM-76,AMLSIM-CLI-1,AMLSIM-CLI-681,23000.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,10.043292972227004,0.0023,0,1,2,False,True,False,False,False,False,72171.69811320755,107488.24055700854,106,106,-0.45745693111608315,5.0,200000.0
2026-03-26,AMLSIM-87,AMLSIM-CLI-1,AMLSIM-CLI-41,37900.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,10.542732775946709,0.00379,0,1,3,True,False,False,False,False,False,72171.69811320755,107488.24055700854,106,106,-0.31883840592427515,6.0,237900.0
2026-03-27,AMLSIM-67,AMLSIM-CLI-1,AMLSIM-CLI-6140,22300.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,10.012386799492118,0.00223,0,1,4,True,False,False,False,False,False,72171.69811320755,107488.24055700854,106,106,-0.46396921082308085,6.0,238300.0
2026-03-27,AMLSIM-69,AMLSIM-CLI-1,AMLSIM-CLI-181,90500.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,11.413116179350727,0.00905,0,1,4,False,True,False,False,False,False,72171.69811320755,107488.24055700854,106,106,0.17051289777298,7.0,328800.0
2026-03-29,AMLSIM-61,AMLSIM-CLI-1,AMLSIM-CLI-203,58100.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,10.969938154395841,0.00581,0,1,6,False,False,False,False,True,False,72171.69811320755,107488.24055700854,106,106,-0.1309126200937703,7.0,356500.0
2026-03-29,AMLSIM-101,AMLSIM-CLI-1,AMLSIM-CLI-1125,91300.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,11.421917019425596,0.00913,0,1,6,False,False,False,True,False,False,72171.69811320755,107488.24055700854,106,106,0.17795550315240596,8.0,447800.0
2026-03-31,AMLSIM-43,AMLSIM-CLI-1,AMLSIM-CLI-4784,74400.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,11.217224661591072,0.00744,0,1,1,False,False,False,True,False,False,72171.69811320755,107488.24055700854,106,106,0.0207304645120331,7.0,397500.0
2026-03-31,AMLSIM-86,AMLSIM-CLI-1,AMLSIM-CLI-2,125400.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,11.73927188163082,0.01254,0,1,1,False,False,False,False,True,False,72171.69811320755,107488.24055700854,106,106,0.4951965574504364,8.0,522900.0
2026-04-04,AMLSIM-51,AMLSIM-CLI-1,AMLSIM-CLI-101,10500.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,9.259225769705994,0.00105,0,1,5,True,False,False,False,False,False,72171.69811320755,107488.24055700854,106,106,-0.5737476401696133,5.0,359700.0
2026-04-05,AMLSIM-36,AMLSIM-CLI-1,AMLSIM-CLI-452,30700.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,10.332050506334692,0.00307,0,1,6,False,False,False,False,False,True,72171.69811320755,107488.24055700854,106,106,-0.38582185433910854,4.0,241000.0
2026-04-06,AMLSIM-62809,AMLSIM-CLI-1,AMLSIM-CLI-228,43600.0,transfert_sortant,True,cycle,AMLSIM_IBM_TOPOLOGIE_REELLE,10.682835364853922,0.00436,0,1,0,False,False,False,False,False,True,72171.69811320755,107488.24055700854,106,106,-0.2658098425958653,5.0,284600.0
2026-04-10,AMLSIM-95,AMLSIM-CLI-1,AMLSIM-CLI-8493,72100.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,11.185823192802378,0.00721,0,1,4,False,False,True,False,False,False,72171.69811320755,107488.24055700854,106,106,-0.0006670259538164573,4.0,156900.0
2026-04-14,AMLSIM-111,AMLSIM-CLI-1,AMLSIM-CLI-57,31400.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,10.354595018522993,0.00314,0,1,1,False,True,False,False,False,False,72171.69811320755,107488.24055700854,106,106,-0.37930957463211085,2.0,103500.0
2026-04-16,AMLSIM-42,AMLSIM-CLI-1,AMLSIM-CLI-7,89600.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,11.403121759615027,0.00896,0,1,3,False,False,False,False,False,True,72171.69811320755,107488.24055700854,106,106,0.16213996672112585,3.0,193100.0
2026-04-18,AMLSIM-70,AMLSIM-CLI-1,AMLSIM-CLI-21,8900.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,9.093918908958932,0.00089,0,1,5,False,False,False,False,False,True,72171.69811320755,107488.24055700854,106,106,-0.5886328509284652,3.0,129900.0
2026-04-18,AMLSIM-117,AMLSIM-CLI-1,AMLSIM-CLI-10,717600.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,13.483668983259754,0.07176,0,1,5,False,True,False,False,False,False,72171.69811320755,107488.24055700854,106,106,6.004585189570483,4.0,847500.0
2026-04-21,AMLSIM-24,AMLSIM-CLI-1,AMLSIM-CLI-87,21600.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,9.980494888896912,0.00216,0,1,1,False,False,True,False,False,False,72171.69811320755,107488.24055700854,106,106,-0.47048149053007854,4.0,837700.0
2026-04-21,AMLSIM-40,AMLSIM-CLI-1,AMLSIM-CLI-18,52600.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,10.87049040995193,0.00526,0,1,1,False,False,False,False,True,False,72171.69811320755,107488.24055700854,106,106,-0.18208053207732358,5.0,890300.0
2026-04-21,AMLSIM-90,AMLSIM-CLI-1,AMLSIM-CLI-93,11000.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,9.305741456739435,0.0011,0,1,1,False,True,False,False,False,False,72171.69811320755,107488.24055700854,106,106,-0.5690960118074722,6.0,901300.0
2026-04-23,AMLSIM-56,AMLSIM-CLI-1,AMLSIM-CLI-27,15800.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,9.6678285081515,0.00158,0,1,3,True,False,False,False,False,False,72171.69811320755,107488.24055700854,106,106,-0.5244403795309165,6.0,827500.0
2026-04-23,AMLSIM-68,AMLSIM-CLI-1,AMLSIM-CLI-197,29300.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,10.285376924115587,0.00293,0,1,3,False,False,False,False,False,True,72171.69811320755,107488.24055700854,106,106,-0.3988464137531039,7.0,856800.0
2026-04-26,AMLSIM-59,AMLSIM-CLI-1,AMLSIM-CLI-1844,23400.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,10.060534035475412,0.00234,0,1,6,True,False,False,False,False,False,72171.69811320755,107488.24055700854,106,106,-0.45373562842637016,6.0,153700.0
2026-04-30,AMLSIM-112,AMLSIM-CLI-1,AMLSIM-CLI-210,81300.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,11.305913595583258,0.00813,0,1,3,False,False,False,True,False,False,72171.69811320755,107488.24055700854,106,106,0.08492293590958178,2.0,104700.0
2026-05-01,AMLSIM-60,AMLSIM-CLI-1,AMLSIM-CLI-26,48700.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,10.793454842740767,0.00487,0,1,4,False,False,True,False,False,False,72171.69811320755,107488.24055700854,106,106,-0.218363233302025,3.0,153400.0
2026-05-02,AMLSIM-47,AMLSIM-CLI-1,AMLSIM-CLI-30,76400.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,11.243751064074187,0.00764,0,1,5,False,False,True,False,False,False,72171.69811320755,107488.24055700854,106,106,0.03933697796059794,4.0,229800.0
2026-05-02,AMLSIM-52,AMLSIM-CLI-1,AMLSIM-CLI-5,69900.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,11.154835234271214,0.00699,0,1,5,False,False,True,False,False,False,72171.69811320755,107488.24055700854,106,106,-0.021134190747237776,5.0,299700.0
2026-05-03,AMLSIM-41,AMLSIM-CLI-1,AMLSIM-CLI-14,28100.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,10.243560441877241,0.00281,0,1,6,False,False,True,False,False,False,72171.69811320755,107488.24055700854,106,106,-0.4100103218222428,5.0,304400.0
2026-05-04,AMLSIM-30,AMLSIM-CLI-1,AMLSIM-CLI-39,26800.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,10.196194479235656,0.00268,0,1,0,False,False,False,False,True,False,72171.69811320755,107488.24055700854,106,106,-0.42210455556380994,6.0,331200.0
2026-05-04,AMLSIM-106,AMLSIM-CLI-1,AMLSIM-CLI-118,17800.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,9.787009914477434,0.00178,0,1,0,False,False,True,False,False,False,72171.69811320755,107488.24055700854,106,106,-0.5058338660823517,7.0,349000.0
2026-05-06,AMLSIM-93,AMLSIM-CLI-1,AMLSIM-CLI-5881,189300.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,12.15109361980364,0.01893,0,1,2,False,True,False,False,False,False,72171.69811320755,107488.24055700854,106,106,1.0896746621320827,8.0,538300.0
2026-05-08,AMLSIM-123,AMLSIM-CLI-1,AMLSIM-CLI-275,14000.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,9.546884034617925,0.0014,0,1,4,True,False,False,False,False,False,72171.69811320755,107488.24055700854,106,106,-0.5411862416346249,7.0,422300.0
2026-05-11,AMLSIM-75,AMLSIM-CLI-1,AMLSIM-CLI-6551,18400.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,9.820160289946374,0.00184,0,1,0,False,False,False,False,True,False,72171.69811320755,107488.24055700854,106,106,-0.5002519120477823,3.0,221700.0
2026-05-12,AMLSIM-79,AMLSIM-CLI-1,AMLSIM-CLI-23,7100.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,8.867990898182093,0.00071,0,1,1,False,False,False,False,True,False,72171.69811320755,107488.24055700854,106,106,-0.6053787130321736,4.0,228800.0
2026-05-12,AMLSIM-84,AMLSIM-CLI-1,AMLSIM-CLI-201,467800.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,13.0557982707956,0.04678,0,1,1,False,False,False,True,False,False,72171.69811320755,107488.24055700854,106,106,3.680631659844736,5.0,696600.0
2026-05-12,AMLSIM-115,AMLSIM-CLI-1,AMLSIM-CLI-141,54600.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,10.907807476583594,0.00546,0,1,1,True,False,False,False,False,False,72171.69811320755,107488.24055700854,106,106,-0.16347401862875877,6.0,751200.0
2026-05-14,AMLSIM-21,AMLSIM-CLI-1,AMLSIM-CLI-490,18200.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,9.809231816610408,0.00182,0,1,3,False,False,True,False,False,False,72171.69811320755,107488.24055700854,106,106,-0.5021125633926388,6.0,580100.0
2026-05-14,AMLSIM-34,AMLSIM-CLI-1,AMLSIM-CLI-19,53800.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,10.893047333337728,0.00538,0,1,3,False,False,False,False,True,False,72171.69811320755,107488.24055700854,106,106,-0.1709166240081847,7.0,633900.0
2026-05-17,AMLSIM-107,AMLSIM-CLI-1,AMLSIM-CLI-56,17100.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,9.746892220313054,0.00171,0,1,6,True,False,False,False,False,False,72171.69811320755,107488.24055700854,106,106,-0.5123461457893494,7.0,637000.0
2026-05-20,AMLSIM-100,AMLSIM-CLI-1,AMLSIM-CLI-174,13300.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,9.495594499353297,0.00133,0,1,2,False,False,False,True,False,False,72171.69811320755,107488.24055700854,106,106,-0.5476985213416226,4.0,102400.0
2026-05-20,AMLSIM-118,AMLSIM-CLI-1,AMLSIM-CLI-12,17600.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,9.77571099759397,0.00176,0,1,2,False,False,True,False,False,False,72171.69811320755,107488.24055700854,106,106,-0.5076945174272082,5.0,120000.0
2026-05-27,AMLSIM-26,AMLSIM-CLI-1,AMLSIM-CLI-15,117400.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,11.67335070422742,0.01174,0,1,2,False,True,False,False,False,False,72171.69811320755,107488.24055700854,106,106,0.420770503656177,1.0,117400.0
2026-05-30,AMLSIM-32,AMLSIM-CLI-1,AMLSIM-CLI-1305,17400.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,9.76428295481558,0.00174,0,1,5,False,False,False,False,False,True,72171.69811320755,107488.24055700854,106,106,-0.5095551687720646,2.0,134800.0
2026-05-31,AMLSIM-65,AMLSIM-CLI-1,AMLSIM-CLI-520,112800.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,11.633380483255026,0.01128,0,1,6,False,True,False,False,False,False,72171.69811320755,107488.24055700854,106,106,0.37797552272447793,3.0,247600.0
2026-06-02,AMLSIM-72,AMLSIM-CLI-1,AMLSIM-CLI-470,404700.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,12.910903801827052,0.04047,0,1,1,False,False,False,False,False,True,72171.69811320755,107488.24055700854,106,106,3.0935961605425155,4.0,652300.0
