date_transaction,transaction_id,client_id,compte_destination_id,montant_fcfa,type_transaction,is_risky,type_anomalie,source,montant_log,ratio_seuil,proche_seuil,a_destinataire,jour_semaine,type_decaissement_credit,type_depot,type_remboursement_credit,type_retrait,type_transfert_entrant,type_transfert_sortant,out_degree,in_degree,montant_moyen_client,montant_std_client,nb_transactions_client,nb_destinataires_distincts_client,montant_zscore,nb_transactions_7j,montant_cumule_7j
2026-05-30,AMLSIM-0,AMLSIM-CLI-0,AMLSIM-CLI-143,62900.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,11.049317340813348,0.00629,0,1,5,False,False,False,False,False,True,18,23.0,90733.33333333333,103861.92757695189,18,18,-0.267981405711019,1.0,62900.0
2026-06-08,AMLSIM-10,AMLSIM-CLI-0,AMLSIM-CLI-9,36700.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,10.510559281627845,0.00367,0,1,0,False,False,False,False,False,True,18,23.0,90733.33333333333,103861.92757695189,18,18,-0.520236956476122,1.0,36700.0
2026-06-11,AMLSIM-3,AMLSIM-CLI-0,AMLSIM-CLI-54,51800.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,10.85516473308054,0.00518,0,1,3,False,False,True,False,False,False,18,23.0,90733.33333333333,103861.92757695189,18,18,-0.3748530321802039,2.0,88500.0
2026-06-15,AMLSIM-14,AMLSIM-CLI-0,AMLSIM-CLI-1177,70900.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,11.16903981679311,0.00709,0,1,0,False,False,True,False,False,False,18,23.0,90733.33333333333,103861.92757695189,18,18,-0.19095681005755247,2.0,122700.0
2026-06-18,AMLSIM-12,AMLSIM-CLI-0,AMLSIM-CLI-35,28100.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,10.243560441877241,0.00281,0,1,3,False,False,False,True,False,False,18,23.0,90733.33333333333,103861.92757695189,18,18,-0.6030383968035985,2.0,99000.0
2026-07-03,AMLSIM-4,AMLSIM-CLI-0,AMLSIM-CLI-7,44200.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,10.69650269224425,0.00442,0,1,4,False,False,False,False,False,True,18,23.0,90733.33333333333,103861.92757695189,18,18,-0.4480263980509971,1.0,44200.0
2026-07-11,AMLSIM-8,AMLSIM-CLI-0,AMLSIM-CLI-43,67500.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,11.119897691565697,0.00675,0,1,5,False,True,False,False,False,False,18,23.0,90733.33333333333,103861.92757695189,18,18,-0.22369226321027574,1.0,67500.0
2026-07-14,AMLSIM-17,AMLSIM-CLI-0,AMLSIM-CLI-19,25600.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,10.150386692204734,0.00256,0,1,1,False,False,False,False,False,True,18,23.0,90733.33333333333,103861.92757695189,18,18,-0.6271085829453068,2.0,93100.0
2026-02-03,AMLSIM-27,AMLSIM-CLI-1,AMLSIM-CLI-70,61800.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,11.031674824544641,0.00618,0,1,1,False,False,True,False,False,False,106,91.0,72458.49056603774,107810.68581009386,106,106,-0.09886210836933078,1.0,61800.0
2026-02-05,AMLSIM-76,AMLSIM-CLI-1,AMLSIM-CLI-681,145400.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,11.887250721636997,0.01454,0,1,3,False,True,False,False,False,False,106,91.0,72458.49056603774,107810.68581009386,106,106,0.6765640374313961,2.0,207200.0
2026-02-06,AMLSIM-69,AMLSIM-CLI-1,AMLSIM-CLI-181,8900.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,9.093918908958932,0.00089,0,1,4,False,False,False,False,False,True,106,91.0,72458.49056603774,107810.68581009386,106,106,-0.5895324805327095,3.0,216100.0
2026-02-16,AMLSIM-71,AMLSIM-CLI-1,AMLSIM-CLI-20,404700.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,12.910903801827052,0.04047,0,1,0,False,False,True,False,False,False,106,91.0,72458.49056603774,107810.68581009386,106,106,3.081683649944895,1.0,404700.0
2026-02-17,AMLSIM-50,AMLSIM-CLI-1,AMLSIM-CLI-31,10500.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,9.259225769705994,0.00105,0,1,1,False,False,False,False,False,True,106,91.0,72458.49056603774,107810.68581009386,106,106,-0.5746917887470496,2.0,415200.0
2026-02-18,AMLSIM-44,AMLSIM-CLI-1,AMLSIM-CLI-111,12100.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,9.401043372798053,0.00121,0,1,2,False,False,True,False,False,False,106,91.0,72458.49056603774,107810.68581009386,106,106,-0.5598510969613897,3.0,427300.0
2026-02-21,AMLSIM-81,AMLSIM-CLI-1,AMLSIM-CLI-283,26000.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,10.165890277802454,0.0026,0,1,5,True,False,False,False,False,False,106,91.0,72458.49056603774,107810.68581009386,106,106,-0.4309225870734698,4.0,453300.0
2026-02-21,AMLSIM-115,AMLSIM-CLI-1,AMLSIM-CLI-141,49700.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,10.813780332606648,0.00497,0,1,5,False,False,True,False,False,False,106,91.0,72458.49056603774,107810.68581009386,106,106,-0.21109483999838335,5.0,503000.0
2026-02-21,AMLSIM-120,AMLSIM-CLI-1,AMLSIM-CLI-134,20200.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,9.913487387114461,0.00202,0,1,5,False,False,False,True,False,False,106,91.0,72458.49056603774,107810.68581009386,106,106,-0.48472009479648676,6.0,523200.0
2026-02-22,AMLSIM-31,AMLSIM-CLI-1,AMLSIM-CLI-3168,17400.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,9.76428295481558,0.00174,0,1,6,False,False,False,False,True,False,106,91.0,72458.49056603774,107810.68581009386,106,106,-0.5106913054213915,7.0,540600.0
2026-02-24,AMLSIM-97,AMLSIM-CLI-1,AMLSIM-CLI-704,299700.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,12.610540589969192,0.02997,0,1,1,True,False,False,False,False,False,106,91.0,72458.49056603774,107810.68581009386,106,106,2.1077632515109674,6.0,425100.0
2026-02-24,AMLSIM-109,AMLSIM-CLI-1,AMLSIM-CLI-190,77000.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,11.251573687764477,0.0077,0,1,1,False,True,False,False,False,False,106,91.0,72458.49056603774,107810.68581009386,106,106,0.04212446359443775,7.0,502100.0
2026-02-27,AMLSIM-26,AMLSIM-CLI-1,AMLSIM-CLI-15,95000.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,11.461642696843066,0.0095,0,1,4,False,False,True,False,False,False,106,91.0,72458.49056603774,107810.68581009386,106,106,0.209082246183111,7.0,585000.0
2026-02-27,AMLSIM-102,AMLSIM-CLI-1,AMLSIM-CLI-72,65200.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,11.08523008522044,0.00652,0,1,4,False,False,False,True,False,False,106,91.0,72458.49056603774,107810.68581009386,106,106,-0.06732563832480361,8.0,650200.0
2026-02-28,AMLSIM-65,AMLSIM-CLI-1,AMLSIM-CLI-520,225000.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,12.323860125621126,0.0225,0,1,5,False,False,False,True,False,False,106,91.0,72458.49056603774,107810.68581009386,106,106,1.4148884537679733,6.0,779300.0
2026-03-01,AMLSIM-98,AMLSIM-CLI-1,AMLSIM-CLI-244,29500.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,10.292179440058462,0.00295,0,1,6,False,False,False,False,False,True,106,91.0,72458.49056603774,107810.68581009386,106,106,-0.3984585737923389,6.0,791400.0
2026-03-03,AMLSIM-88,AMLSIM-CLI-1,AMLSIM-CLI-59,27300.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,10.214678610538817,0.00273,0,1,1,False,False,False,True,False,False,106,91.0,72458.49056603774,107810.68581009386,106,106,-0.4188645249976212,5.0,442000.0
2026-03-04,AMLSIM-43,AMLSIM-CLI-1,AMLSIM-CLI-4784,30200.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,10.315630315397533,0.00302,0,1,2,False,True,False,False,False,False,106,91.0,72458.49056603774,107810.68581009386,106,106,-0.39196577113611275,6.0,472200.0
2026-03-08,AMLSIM-19,AMLSIM-CLI-1,AMLSIM-CLI-324,39700.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,10.589131655274922,0.00397,0,1,6,False,False,True,False,False,False,106,91.0,72458.49056603774,107810.68581009386,106,106,-0.3038491636587574,3.0,97200.0
2026-03-10,AMLSIM-57,AMLSIM-CLI-1,AMLSIM-CLI-11,72600.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,11.192733974822708,0.00726,0,1,1,False,False,True,False,False,False,106,91.0,72458.49056603774,107810.68581009386,106,106,0.0013125611838731715,3.0,142500.0
2026-03-15,AMLSIM-82,AMLSIM-CLI-1,AMLSIM-CLI-11474,15600.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,9.65509029374725,0.00156,0,1,6,False,True,False,False,False,False,106,91.0,72458.49056603774,107810.68581009386,106,106,-0.5273870836802588,2.0,88200.0
2026-03-15,AMLSIM-103,AMLSIM-CLI-1,AMLSIM-CLI-53,49700.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,10.813780332606648,0.00497,0,1,6,False,True,False,False,False,False,106,91.0,72458.49056603774,107810.68581009386,106,106,-0.21109483999838335,3.0,137900.0
2026-03-16,AMLSIM-38,AMLSIM-CLI-1,AMLSIM-CLI-152,16400.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,9.70509758756311,0.00164,0,1,0,True,False,False,False,False,False,106,91.0,72458.49056603774,107810.68581009386,106,106,-0.5199667377874289,4.0,154300.0
2026-03-20,AMLSIM-87,AMLSIM-CLI-1,AMLSIM-CLI-41,21900.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,9.994287576862567,0.00219,0,1,4,False,False,False,True,False,False,106,91.0,72458.49056603774,107810.68581009386,106,106,-0.46895185977422316,4.0,103600.0
2026-03-22,AMLSIM-74,AMLSIM-CLI-1,AMLSIM-CLI-178,18400.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,9.820160289946374,0.00184,0,1,6,False,False,False,False,True,False,106,91.0,72458.49056603774,107810.68581009386,106,106,-0.5014158730553541,3.0,56700.0
2026-03-23,AMLSIM-55,AMLSIM-CLI-1,AMLSIM-CLI-216,15800.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,9.6678285081515,0.00158,0,1,0,False,False,False,False,False,True,106,91.0,72458.49056603774,107810.68581009386,106,106,-0.5255319972070513,3.0,56100.0
2026-03-24,AMLSIM-39,AMLSIM-CLI-1,AMLSIM-CLI-44,52600.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,10.87049040995193,0.00526,0,1,1,False,False,False,False,False,True,106,91.0,72458.49056603774,107810.68581009386,106,106,-0.1841960861368749,4.0,108700.0
2026-03-25,AMLSIM-25,AMLSIM-CLI-1,AMLSIM-CLI-55,117400.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,11.67335070422742,0.01174,0,1,2,False,False,False,False,True,False,106,91.0,72458.49056603774,107810.68581009386,106,106,0.41685193118234887,5.0,226100.0
2026-03-26,AMLSIM-86,AMLSIM-CLI-1,AMLSIM-CLI-2,37900.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,10.542732775946709,0.00379,0,1,3,True,False,False,False,False,False,106,91.0,72458.49056603774,107810.68581009386,106,106,-0.3205449419176247,6.0,264000.0
2026-03-28,AMLSIM-35,AMLSIM-CLI-1,AMLSIM-CLI-54,30700.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,10.332050506334692,0.00307,0,1,5,False,False,False,False,False,True,106,91.0,72458.49056603774,107810.68581009386,106,106,-0.387328054953094,6.0,272800.0
2026-03-29,AMLSIM-100,AMLSIM-CLI-1,AMLSIM-CLI-174,91300.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,11.421917019425596,0.00913,0,1,6,False,False,False,True,False,False,106,91.0,72458.49056603774,107810.68581009386,106,106,0.1747631464287726,6.0,345700.0
2026-03-30,AMLSIM-23,AMLSIM-CLI-1,AMLSIM-CLI-114,21600.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,9.980494888896912,0.00216,0,1,0,False,False,False,False,False,True,106,91.0,72458.49056603774,107810.68581009386,106,106,-0.4717344894840344,6.0,351500.0
2026-03-31,AMLSIM-85,AMLSIM-CLI-1,AMLSIM-CLI-147,125400.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,11.73927188163082,0.01254,0,1,1,False,False,False,False,True,False,106,91.0,72458.49056603774,107810.68581009386,106,106,0.4910553901106481,6.0,424300.0
2026-04-05,AMLSIM-68,AMLSIM-CLI-1,AMLSIM-CLI-197,90500.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,11.413116179350727,0.00905,0,1,6,False,False,False,True,False,False,106,91.0,72458.49056603774,107810.68581009386,106,106,0.1673428005359427,3.0,237500.0
2026-04-10,AMLSIM-94,AMLSIM-CLI-1,AMLSIM-CLI-32,72100.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,11.185823192802378,0.00721,0,1,4,False,False,True,False,False,False,106,91.0,72458.49056603774,107810.68581009386,106,106,-0.00332515499914553,2.0,162600.0
2026-04-11,AMLSIM-48,AMLSIM-CLI-1,AMLSIM-CLI-13,28200.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,10.247112717290387,0.00282,0,1,5,False,False,True,False,False,False,106,91.0,72458.49056603774,107810.68581009386,106,106,-0.41051663586818754,3.0,190800.0
2026-04-14,AMLSIM-110,AMLSIM-CLI-1,AMLSIM-CLI-47,31400.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,10.354595018522993,0.00314,0,1,1,False,True,False,False,False,False,106,91.0,72458.49056603774,107810.68581009386,106,106,-0.3808352522968679,3.0,131700.0
2026-04-16,AMLSIM-37,AMLSIM-CLI-1,AMLSIM-CLI-129,11100.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,9.314790473332646,0.00111,0,1,3,False,True,False,False,False,False,106,91.0,72458.49056603774,107810.68581009386,106,106,-0.5691265293274271,4.0,142800.0
2026-04-16,AMLSIM-42,AMLSIM-CLI-1,AMLSIM-CLI-7,74400.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,11.217224661591072,0.00744,0,1,3,False,False,False,True,False,False,106,91.0,72458.49056603774,107810.68581009386,106,106,0.0180083394427405,5.0,217200.0
2026-04-17,AMLSIM-63,AMLSIM-CLI-1,AMLSIM-CLI-48,57300.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,10.956073354557526,0.00573,0,1,4,False,False,False,True,False,False,106,91.0,72458.49056603774,107810.68581009386,106,106,-0.1406015540164991,5.0,202400.0
2026-04-17,AMLSIM-124,AMLSIM-CLI-1,AMLSIM-CLI-109,17200.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,9.75272280064639,0.00172,0,1,4,False,True,False,False,False,False,106,91.0,72458.49056603774,107810.68581009386,106,106,-0.5125463918945989,6.0,219600.0
2026-04-18,AMLSIM-116,AMLSIM-CLI-1,AMLSIM-CLI-66,717600.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,13.483668983259754,0.07176,0,1,5,False,True,False,False,False,False,106,91.0,72458.49056603774,107810.68581009386,106,106,5.983966437277998,6.0,909000.0
2026-04-21,AMLSIM-36,AMLSIM-CLI-1,AMLSIM-CLI-452,115600.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,11.65789988570203,0.01156,0,1,1,False,False,False,True,False,False,106,91.0,72458.49056603774,107810.68581009386,106,106,0.4001561529234815,6.0,993200.0
2026-04-21,AMLSIM-89,AMLSIM-CLI-1,AMLSIM-CLI-154,11000.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,9.305741456739435,0.0011,0,1,1,False,True,False,False,False,False,106,91.0,72458.49056603774,107810.68581009386,106,106,-0.5700540725640308,7.0,1004200.0
2026-04-26,AMLSIM-45,AMLSIM-CLI-1,AMLSIM-CLI-16,26900.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,10.199918739620157,0.00269,0,1,6,True,False,False,False,False,False,106,91.0,72458.49056603774,107810.68581009386,106,106,-0.4225746979440362,3.0,153500.0
2026-04-27,AMLSIM-32,AMLSIM-CLI-1,AMLSIM-CLI-1305,7100.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,8.867990898182093,0.00071,0,1,0,False,True,False,False,False,False,106,91.0,72458.49056603774,107810.68581009386,106,106,-0.6062282587915767,4.0,160600.0
2026-04-28,AMLSIM-20,AMLSIM-CLI-1,AMLSIM-CLI-61,18200.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,9.809231816610408,0.00182,0,1,1,False,False,False,False,True,False,106,91.0,72458.49056603774,107810.68581009386,106,106,-0.5032709595285616,3.0,52200.0
2026-04-29,AMLSIM-70,AMLSIM-CLI-1,AMLSIM-CLI-21,63500.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,11.05881093278828,0.00635,0,1,2,False,True,False,False,False,False,106,91.0,72458.49056603774,107810.68581009386,106,106,-0.0830938733470672,4.0,115700.0
2026-04-30,AMLSIM-111,AMLSIM-CLI-1,AMLSIM-CLI-57,81300.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,11.305913595583258,0.00813,0,1,3,False,False,False,True,False,False,106,91.0,72458.49056603774,107810.68581009386,106,106,0.08200882276839858,5.0,197000.0
2026-05-01,AMLSIM-64,AMLSIM-CLI-1,AMLSIM-CLI-24,112800.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,11.633380483255026,0.01128,0,1,4,False,False,False,False,True,False,106,91.0,72458.49056603774,107810.68581009386,106,106,0.3741849422985768,6.0,309800.0
2026-05-01,AMLSIM-72,AMLSIM-CLI-1,AMLSIM-CLI-470,71000.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,11.170449240431308,0.0071,0,1,4,False,True,False,False,False,False,106,91.0,72458.49056603774,107810.68581009386,106,106,-0.013528130601786674,7.0,380800.0
2026-05-03,AMLSIM-46,AMLSIM-CLI-1,AMLSIM-CLI-123,76400.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,11.243751064074187,0.00764,0,1,6,False,False,False,False,False,True,106,91.0,72458.49056603774,107810.68581009386,106,106,0.036559204174815306,7.0,430300.0
2026-05-04,AMLSIM-105,AMLSIM-CLI-1,AMLSIM-CLI-285,17800.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,9.787009914477434,0.00178,0,1,0,False,False,True,False,False,False,106,91.0,72458.49056603774,107810.68581009386,106,106,-0.5069811324749766,7.0,441000.0
2026-05-06,AMLSIM-75,AMLSIM-CLI-1,AMLSIM-CLI-6551,23000.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,10.043292972227004,0.0023,0,1,2,False,False,False,True,False,False,106,91.0,72458.49056603774,107810.68581009386,106,106,-0.45874888417158205,6.0,382300.0
2026-05-06,AMLSIM-92,AMLSIM-CLI-1,AMLSIM-CLI-156,189300.0,depot,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,12.15109361980364,0.01893,0,1,2,False,True,False,False,False,False,106,91.0,72458.49056603774,107810.68581009386,106,106,1.0837555183004381,7.0,571600.0
2026-05-08,AMLSIM-122,AMLSIM-CLI-1,AMLSIM-CLI-237,14000.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,9.546884034617925,0.0014,0,1,4,True,False,False,False,False,False,106,91.0,72458.49056603774,107810.68581009386,106,106,-0.5422277754659187,5.0,320500.0
2026-05-12,AMLSIM-34,AMLSIM-CLI-1,AMLSIM-CLI-19,98400.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,11.496806245590331,0.00984,0,1,1,False,False,True,False,False,False,106,91.0,72458.49056603774,107810.68581009386,106,106,0.24061871622763817,4.0,324700.0
2026-05-12,AMLSIM-78,AMLSIM-CLI-1,AMLSIM-CLI-271,7100.0,transfert_entrant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,8.867990898182093,0.00071,0,1,1,False,False,False,False,True,False,106,91.0,72458.49056603774,107810.68581009386,106,106,-0.6062282587915767,5.0,331800.0
2026-05-12,AMLSIM-83,AMLSIM-CLI-1,AMLSIM-CLI-28,467800.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,13.0557982707956,0.04678,0,1,1,False,False,False,True,False,False,106,91.0,72458.49056603774,107810.68581009386,106,106,3.666963432241855,6.0,799600.0
2026-05-12,AMLSIM-114,AMLSIM-CLI-1,AMLSIM-CLI-67,54600.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,10.907807476583594,0.00546,0,1,1,True,False,False,False,False,False,106,91.0,72458.49056603774,107810.68581009386,106,106,-0.1656452214048001,7.0,854200.0
2026-05-15,AMLSIM-30,AMLSIM-CLI-1,AMLSIM-CLI-39,33200.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,10.410335274932896,0.00332,0,1,4,False,False,False,True,False,False,106,91.0,72458.49056603774,107810.68581009386,106,106,-0.3641394740380005,5.0,661100.0
2026-05-15,AMLSIM-73,AMLSIM-CLI-1,AMLSIM-CLI-100,4300.0,remboursement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,8.366602832783736,0.00043,0,1,4,False,False,True,False,False,False,106,91.0,72458.49056603774,107810.68581009386,106,106,-0.6321994694164815,6.0,665400.0
2026-05-17,AMLSIM-58,AMLSIM-CLI-1,AMLSIM-CLI-1804,23400.0,transfert_sortant,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,10.060534035475412,0.00234,0,1,6,False,False,False,False,False,True,106,91.0,72458.49056603774,107810.68581009386,106,106,-0.4550387112251671,7.0,688800.0
2026-05-17,AMLSIM-106,AMLSIM-CLI-1,AMLSIM-CLI-118,17100.0,decaissement_credit,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,9.746892220313054,0.00171,0,1,6,True,False,False,False,False,False,106,91.0,72458.49056603774,107810.68581009386,106,106,-0.5134739351312028,8.0,705900.0
2026-05-18,AMLSIM-66,AMLSIM-CLI-1,AMLSIM-CLI-515,22300.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,10.012386799492118,0.00223,0,1,0,False,False,False,True,False,False,106,91.0,72458.49056603774,107810.68581009386,106,106,-0.4652416868278082,9.0,728200.0
2026-05-20,AMLSIM-99,AMLSIM-CLI-1,AMLSIM-CLI-364,13300.0,retrait,False,aucune,AMLSIM_IBM_TOPOLOGIE_REELLE,9.495594499353297,0.00133,0,1,2,False,False,False,True,False,False,106,91.0,72458.49056603774,107810.68581009386,106,106,-0.5487205781221448,6.0,113600.0
