alertID,reason,accountID,isMain,isSAR,modelID,minAmount,maxAmount,startStep,endStep,scheduleID,bankID
14,fan_in,7703,false,true,2,190.00,190.00,345,356,2,bank
14,fan_in,130,false,true,2,190.00,190.00,345,356,2,bank
14,fan_in,8228,false,true,2,190.00,190.00,345,356,2,bank
14,fan_in,7348,false,true,2,190.00,190.00,345,356,2,bank
15,fan_in,280,true,true,2,140.00,140.00,655,665,2,bank
15,fan_in,7692,false,true,2,140.00,140.00,655,665,2,bank
15,fan_in,7875,false,true,2,140.00,140.00,655,665,2,bank
15,fan_in,527,false,true,2,140.00,140.00,655,665,2,bank
15,fan_in,10348,false,true,2,140.00,140.00,655,665,2,bank
15,fan_in,3523,false,true,2,140.00,140.00,655,665,2,bank
15,fan_in,7808,false,true,2,140.00,140.00,655,665,2,bank
15,fan_in,2015,false,true,2,140.00,140.00,655,665,2,bank
16,fan_in,392,true,true,2,150.00,150.00,91,108,2,bank
16,fan_in,6749,false,true,2,150.00,150.00,91,108,2,bank
16,fan_in,9196,false,true,2,150.00,150.00,91,108,2,bank
16,fan_in,551,false,true,2,150.00,150.00,91,108,2,bank
16,fan_in,10843,false,true,2,150.00,150.00,91,108,2,bank
16,fan_in,5864,false,true,2,150.00,150.00,91,108,2,bank
16,fan_in,6534,false,true,2,150.00,150.00,91,108,2,bank
17,fan_in,493,true,true,2,180.00,180.00,556,571,2,bank
17,fan_in,7980,false,true,2,180.00,180.00,556,571,2,bank
17,fan_in,7444,false,true,2,180.00,180.00,556,571,2,bank
17,fan_in,7443,false,true,2,180.00,180.00,556,571,2,bank
17,fan_in,8392,false,true,2,180.00,180.00,556,571,2,bank
17,fan_in,10144,false,true,2,180.00,180.00,556,571,2,bank
18,fan_in,344,true,true,2,190.00,190.00,159,175,2,bank
18,fan_in,7113,false,true,2,190.00,190.00,159,175,2,bank
18,fan_in,5701,false,true,2,190.00,190.00,159,175,2,bank
18,fan_in,2846,false,true,2,190.00,190.00,159,175,2,bank
18,fan_in,8312,false,true,2,190.00,190.00,159,175,2,bank
19,fan_in,334,true,true,2,150.00,150.00,252,271,2,bank
19,fan_in,8705,false,true,2,150.00,150.00,252,271,2,bank
19,fan_in,3650,false,true,2,150.00,150.00,252,271,2,bank
19,fan_in,3389,false,true,2,150.00,150.00,252,271,2,bank
19,fan_in,11986,false,true,2,150.00,150.00,252,271,2,bank
19,fan_in,7000,false,true,2,150.00,150.00,252,271,2,bank
19,fan_in,6112,false,true,2,150.00,150.00,252,271,2,bank
19,fan_in,10483,false,true,2,150.00,150.00,252,271,2,bank
19,fan_in,8267,false,true,2,150.00,150.00,252,271,2,bank
19,fan_in,3410,false,true,2,150.00,150.00,252,271,2,bank
20,fan_in,338,true,true,2,110.00,110.00,473,485,2,bank
20,fan_in,5270,false,true,2,110.00,110.00,473,485,2,bank
20,fan_in,5931,false,true,2,110.00,110.00,473,485,2,bank
20,fan_in,11149,false,true,2,110.00,110.00,473,485,2,bank
20,fan_in,10397,false,true,2,110.00,110.00,473,485,2,bank
20,fan_in,7917,false,true,2,110.00,110.00,473,485,2,bank
21,fan_in,596,true,true,2,170.00,170.00,204,211,2,bank
21,fan_in,7433,false,true,2,170.00,170.00,204,211,2,bank
21,fan_in,4182,false,true,2,170.00,170.00,204,211,2,bank
21,fan_in,11541,false,true,2,170.00,170.00,204,211,2,bank
21,fan_in,7734,false,true,2,170.00,170.00,204,211,2,bank
21,fan_in,2194,false,true,2,170.00,170.00,204,211,2,bank
21,fan_in,1410,false,true,2,170.00,170.00,204,211,2,bank
21,fan_in,5040,false,true,2,170.00,170.00,204,211,2,bank
21,fan_in,9898,false,true,2,170.00,170.00,204,211,2,bank
21,fan_in,9072,false,true,2,170.00,170.00,204,211,2,bank
22,fan_in,35,true,true,2,150.00,150.00,685,704,2,bank
22,fan_in,9128,false,true,2,150.00,150.00,685,704,2,bank
22,fan_in,1400,false,true,2,150.00,150.00,685,704,2,bank
22,fan_in,6156,false,true,2,150.00,150.00,685,704,2,bank
22,fan_in,8646,false,true,2,150.00,150.00,685,704,2,bank
22,fan_in,4440,false,true,2,150.00,150.00,685,704,2,bank
22,fan_in,2812,false,true,2,150.00,150.00,685,704,2,bank
22,fan_in,4608,false,true,2,150.00,150.00,685,704,2,bank
23,fan_in,686,true,true,2,200.00,200.00,568,574,2,bank
23,fan_in,7518,false,true,2,200.00,200.00,568,574,2,bank
23,fan_in,7524,false,true,2,200.00,200.00,568,574,2,bank
23,fan_in,4914,false,true,2,200.00,200.00,568,574,2,bank
23,fan_in,10455,false,true,2,200.00,200.00,568,574,2,bank
23,fan_in,3904,false,true,2,200.00,200.00,568,574,2,bank
23,fan_in,10967,false,true,2,200.00,200.00,568,574,2,bank
23,fan_in,2549,false,true,2,200.00,200.00,568,574,2,bank
23,fan_in,6512,false,true,2,200.00,200.00,568,574,2,bank
24,fan_in,6,true,true,2,100.00,100.00,191,198,2,bank
24,fan_in,3669,false,true,2,100.00,100.00,191,198,2,bank
24,fan_in,4354,false,true,2,100.00,100.00,191,198,2,bank
24,fan_in,3655,false,true,2,100.00,100.00,191,198,2,bank
24,fan_in,5789,false,true,2,100.00,100.00,191,198,2,bank
24,fan_in,9005,false,true,2,100.00,100.00,191,198,2,bank
24,fan_in,1879,false,true,2,100.00,100.00,191,198,2,bank
24,fan_in,10661,false,true,2,100.00,100.00,191,198,2,bank
24,fan_in,79,false,true,2,100.00,100.00,191,198,2,bank
24,fan_in,5971,false,true,2,100.00,100.00,191,198,2,bank
25,fan_in,726,true,true,2,130.00,130.00,699,703,2,bank
25,fan_in,6035,false,true,2,130.00,130.00,699,703,2,bank
25,fan_in,2703,false,true,2,130.00,130.00,699,703,2,bank
25,fan_in,2756,false,true,2,130.00,130.00,699,703,2,bank
25,fan_in,2468,false,true,2,130.00,130.00,699,703,2,bank
25,fan_in,1900,false,true,2,130.00,130.00,699,703,2,bank
25,fan_in,8343,false,true,2,130.00,130.00,699,703,2,bank
25,fan_in,1486,false,true,2,130.00,130.00,699,703,2,bank
25,fan_in,9344,false,true,2,130.00,130.00,699,703,2,bank
26,fan_in,416,true,true,2,160.00,160.00,595,604,2,bank
26,fan_in,1677,false,true,2,160.00,160.00,595,604,2,bank
26,fan_in,4204,false,true,2,160.00,160.00,595,604,2,bank
26,fan_in,4703,false,true,2,160.00,160.00,595,604,2,bank
26,fan_in,6616,false,true,2,160.00,160.00,595,604,2,bank
26,fan_in,3509,false,true,2,160.00,160.00,595,604,2,bank
26,fan_in,2755,false,true,2,160.00,160.00,595,604,2,bank
26,fan_in,4413,false,true,2,160.00,160.00,595,604,2,bank
26,fan_in,3337,false,true,2,160.00,160.00,595,604,2,bank
26,fan_in,646,false,true,2,160.00,160.00,595,604,2,bank
27,fan_in,253,true,true,2,100.00,100.00,413,426,2,bank
27,fan_in,10128,false,true,2,100.00,100.00,413,426,2,bank
27,fan_in,3267,false,true,2,100.00,100.00,413,426,2,bank
27,fan_in,10916,false,true,2,100.00,100.00,413,426,2,bank
27,fan_in,6239,false,true,2,100.00,100.00,413,426,2,bank
27,fan_in,114,false,true,2,100.00,100.00,413,426,2,bank
28,fan_in,362,true,true,2,150.00,150.00,632,645,2,bank
28,fan_in,6568,false,true,2,150.00,150.00,632,645,2,bank
28,fan_in,8026,false,true,2,150.00,150.00,632,645,2,bank
28,fan_in,7840,false,true,2,150.00,150.00,632,645,2,bank
28,fan_in,4027,false,true,2,150.00,150.00,632,645,2,bank
29,fan_in,448,true,true,2,130.00,130.00,76,82,2,bank
29,fan_in,6666,false,true,2,130.00,130.00,76,82,2,bank
29,fan_in,9467,false,true,2,130.00,130.00,76,82,2,bank
29,fan_in,9525,false,true,2,130.00,130.00,76,82,2,bank
29,fan_in,3317,false,true,2,130.00,130.00,76,82,2,bank
29,fan_in,6630,false,true,2,130.00,130.00,76,82,2,bank
29,fan_in,2860,false,true,2,130.00,130.00,76,82,2,bank
29,fan_in,1420,false,true,2,130.00,130.00,76,82,2,bank
29,fan_in,2644,false,true,2,130.00,130.00,76,82,2,bank
29,fan_in,2306,false,true,2,130.00,130.00,76,82,2,bank
30,fan_in,136,true,true,2,110.00,110.00,462,478,2,bank
30,fan_in,1517,false,true,2,110.00,110.00,462,478,2,bank
30,fan_in,6411,false,true,2,110.00,110.00,462,478,2,bank
30,fan_in,1518,false,true,2,110.00,110.00,462,478,2,bank
30,fan_in,9996,false,true,2,110.00,110.00,462,478,2,bank
30,fan_in,1460,false,true,2,110.00,110.00,462,478,2,bank
30,fan_in,4392,false,true,2,110.00,110.00,462,478,2,bank
30,fan_in,875,false,true,2,110.00,110.00,462,478,2,bank
30,fan_in,3975,false,true,2,110.00,110.00,462,478,2,bank
31,fan_in,252,true,true,2,200.00,200.00,460,472,2,bank
31,fan_in,7183,false,true,2,200.00,200.00,460,472,2,bank
31,fan_in,9746,false,true,2,200.00,200.00,460,472,2,bank
31,fan_in,2865,false,true,2,200.00,200.00,460,472,2,bank
31,fan_in,8060,false,true,2,200.00,200.00,460,472,2,bank
31,fan_in,3261,false,true,2,200.00,200.00,460,472,2,bank
32,fan_in,766,true,true,2,190.00,190.00,548,567,2,bank
32,fan_in,3327,false,true,2,190.00,190.00,548,567,2,bank
32,fan_in,1347,false,true,2,190.00,190.00,548,567,2,bank
32,fan_in,8562,false,true,2,190.00,190.00,548,567,2,bank
32,fan_in,30,false,true,2,190.00,190.00,548,567,2,bank
32,fan_in,2390,false,true,2,190.00,190.00,548,567,2,bank
32,fan_in,8514,false,true,2,190.00,190.00,548,567,2,bank
32,fan_in,364,false,true,2,190.00,190.00,548,567,2,bank
33,fan_in,13,true,true,2,100.00,100.00,454,464,2,bank
33,fan_in,4347,false,true,2,100.00,100.00,454,464,2,bank
33,fan_in,5234,false,true,2,100.00,100.00,454,464,2,bank
33,fan_in,7913,false,true,2,100.00,100.00,454,464,2,bank
33,fan_in,1971,false,true,2,100.00,100.00,454,464,2,bank
33,fan_in,8481,false,true,2,100.00,100.00,454,464,2,bank
34,fan_in,45,true,true,2,110.00,110.00,256,262,2,bank
34,fan_in,11249,false,true,2,110.00,110.00,256,262,2,bank
34,fan_in,3049,false,true,2,110.00,110.00,256,262,2,bank
34,fan_in,6929,false,true,2,110.00,110.00,256,262,2,bank
34,fan_in,692,false,true,2,110.00,110.00,256,262,2,bank
35,fan_in,206,true,true,2,170.00,170.00,475,492,2,bank
35,fan_in,3868,false,true,2,170.00,170.00,475,492,2,bank
35,fan_in,803,false,true,2,170.00,170.00,475,492,2,bank
35,fan_in,10783,false,true,2,170.00,170.00,475,492,2,bank
35,fan_in,11004,false,true,2,170.00,170.00,475,492,2,bank
35,fan_in,11570,false,true,2,170.00,170.00,475,492,2,bank
35,fan_in,9410,false,true,2,170.00,170.00,475,492,2,bank
35,fan_in,5868,false,true,2,170.00,170.00,475,492,2,bank
35,fan_in,9774,false,true,2,170.00,170.00,475,492,2,bank
35,fan_in,8300,false,true,2,170.00,170.00,475,492,2,bank
36,fan_in,406,true,true,2,110.00,110.00,564,580,2,bank
36,fan_in,7607,false,true,2,110.00,110.00,564,580,2,bank
36,fan_in,249,false,true,2,110.00,110.00,564,580,2,bank
36,fan_in,84,false,true,2,110.00,110.00,564,580,2,bank
36,fan_in,10830,false,true,2,110.00,110.00,564,580,2,bank
36,fan_in,2705,false,true,2,110.00,110.00,564,580,2,bank
37,fan_in,555,true,true,2,170.00,170.00,192,196,2,bank
37,fan_in,326,false,true,2,170.00,170.00,192,196,2,bank
37,fan_in,8731,false,true,2,170.00,170.00,192,196,2,bank
37,fan_in,2615,false,true,2,170.00,170.00,192,196,2,bank
37,fan_in,6862,false,true,2,170.00,170.00,192,196,2,bank
37,fan_in,2641,false,true,2,170.00,170.00,192,196,2,bank
37,fan_in,3214,false,true,2,170.00,170.00,192,196,2,bank
38,fan_in,133,true,true,2,140.00,140.00,3,17,2,bank
38,fan_in,3651,false,true,2,140.00,140.00,3,17,2,bank
38,fan_in,7701,false,true,2,140.00,140.00,3,17,2,bank
38,fan_in,11271,false,true,2,140.00,140.00,3,17,2,bank
38,fan_in,10883,false,true,2,140.00,140.00,3,17,2,bank
38,fan_in,5770,false,true,2,140.00,140.00,3,17,2,bank
38,fan_in,8965,false,true,2,140.00,140.00,3,17,2,bank
38,fan_in,9967,false,true,2,140.00,140.00,3,17,2,bank
39,fan_in,664,true,true,2,190.00,190.00,131,141,2,bank
39,fan_in,5240,false,true,2,190.00,190.00,131,141,2,bank
39,fan_in,10639,false,true,2,190.00,190.00,131,141,2,bank
39,fan_in,2309,false,true,2,190.00,190.00,131,141,2,bank
39,fan_in,2732,false,true,2,190.00,190.00,131,141,2,bank
40,fan_in,895,true,true,2,180.00,180.00,641,659,2,bank
40,fan_in,478,false,true,2,180.00,180.00,641,659,2,bank
40,fan_in,682,false,true,2,180.00,180.00,641,659,2,bank
40,fan_in,3965,false,true,2,180.00,180.00,641,659,2,bank
40,fan_in,10712,false,true,2,180.00,180.00,641,659,2,bank
40,fan_in,7588,false,true,2,180.00,180.00,641,659,2,bank
41,fan_in,113,true,true,2,120.00,120.00,151,166,2,bank
41,fan_in,3420,false,true,2,120.00,120.00,151,166,2,bank
41,fan_in,2613,false,true,2,120.00,120.00,151,166,2,bank
41,fan_in,1890,false,true,2,120.00,120.00,151,166,2,bank
41,fan_in,11649,false,true,2,120.00,120.00,151,166,2,bank
42,fan_in,8,true,true,2,200.00,200.00,320,338,2,bank
42,fan_in,11991,false,true,2,200.00,200.00,320,338,2,bank
42,fan_in,1607,false,true,2,200.00,200.00,320,338,2,bank
42,fan_in,6998,false,true,2,200.00,200.00,320,338,2,bank
42,fan_in,10363,false,true,2,200.00,200.00,320,338,2,bank
42,fan_in,3342,false,true,2,200.00,200.00,320,338,2,bank
42,fan_in,7586,false,true,2,200.00,200.00,320,338,2,bank
42,fan_in,10191,false,true,2,200.00,200.00,320,338,2,bank
42,fan_in,3989,false,true,2,200.00,200.00,320,338,2,bank
43,fan_in,587,true,true,2,180.00,180.00,628,640,2,bank
43,fan_in,3705,false,true,2,180.00,180.00,628,640,2,bank
43,fan_in,1377,false,true,2,180.00,180.00,628,640,2,bank
43,fan_in,4599,false,true,2,180.00,180.00,628,640,2,bank
43,fan_in,3177,false,true,2,180.00,180.00,628,640,2,bank
44,fan_in,261,true,true,2,180.00,180.00,335,350,2,bank
44,fan_in,9997,false,true,2,180.00,180.00,335,350,2,bank
44,fan_in,402,false,true,2,180.00,180.00,335,350,2,bank
44,fan_in,3966,false,true,2,180.00,180.00,335,350,2,bank
44,fan_in,9015,false,true,2,180.00,180.00,335,350,2,bank
44,fan_in,10351,false,true,2,180.00,180.00,335,350,2,bank
44,fan_in,5834,false,true,2,180.00,180.00,335,350,2,bank
44,fan_in,10217,false,true,2,180.00,180.00,335,350,2,bank
44,fan_in,10009,false,true,2,180.00,180.00,335,350,2,bank
44,fan_in,6936,false,true,2,180.00,180.00,335,350,2,bank
45,fan_in,715,true,true,2,120.00,120.00,682,700,2,bank
45,fan_in,7985,false,true,2,120.00,120.00,682,700,2,bank
45,fan_in,7497,false,true,2,120.00,120.00,682,700,2,bank
45,fan_in,9158,false,true,2,120.00,120.00,682,700,2,bank
45,fan_in,8626,false,true,2,120.00,120.00,682,700,2,bank
46,fan_in,306,true,true,2,120.00,120.00,619,638,2,bank
46,fan_in,9083,false,true,2,120.00,120.00,619,638,2,bank
46,fan_in,9210,false,true,2,120.00,120.00,619,638,2,bank
46,fan_in,9642,false,true,2,120.00,120.00,619,638,2,bank
46,fan_in,6059,false,true,2,120.00,120.00,619,638,2,bank
46,fan_in,3447,false,true,2,120.00,120.00,619,638,2,bank
47,fan_in,94,true,true,2,130.00,130.00,568,581,2,bank
47,fan_in,2073,false,true,2,130.00,130.00,568,581,2,bank
47,fan_in,188,false,true,2,130.00,130.00,568,581,2,bank
47,fan_in,9236,false,true,2,130.00,130.00,568,581,2,bank
47,fan_in,5296,false,true,2,130.00,130.00,568,581,2,bank
47,fan_in,8809,false,true,2,130.00,130.00,568,581,2,bank
47,fan_in,9108,false,true,2,130.00,130.00,568,581,2,bank
47,fan_in,5166,false,true,2,130.00,130.00,568,581,2,bank
47,fan_in,5748,false,true,2,130.00,130.00,568,581,2,bank
47,fan_in,11516,false,true,2,130.00,130.00,568,581,2,bank
48,fan_in,29,true,true,2,190.00,190.00,79,97,2,bank
48,fan_in,1403,false,true,2,190.00,190.00,79,97,2,bank
48,fan_in,7795,false,true,2,190.00,190.00,79,97,2,bank
48,fan_in,9118,false,true,2,190.00,190.00,79,97,2,bank
48,fan_in,7667,false,true,2,190.00,190.00,79,97,2,bank
48,fan_in,322,false,true,2,190.00,190.00,79,97,2,bank
49,fan_in,542,true,true,2,150.00,150.00,64,78,2,bank
49,fan_in,4933,false,true,2,150.00,150.00,64,78,2,bank
49,fan_in,11542,false,true,2,150.00,150.00,64,78,2,bank
49,fan_in,2828,false,true,2,150.00,150.00,64,78,2,bank
49,fan_in,2075,false,true,2,150.00,150.00,64,78,2,bank
49,fan_in,10958,false,true,2,150.00,150.00,64,78,2,bank
49,fan_in,10126,false,true,2,150.00,150.00,64,78,2,bank
50,fan_in,291,true,true,2,190.00,190.00,389,406,2,bank
50,fan_in,1499,false,true,2,190.00,190.00,389,406,2,bank
50,fan_in,773,false,true,2,190.00,190.00,389,406,2,bank
50,fan_in,4193,false,true,2,190.00,190.00,389,406,2,bank
50,fan_in,9243,false,true,2,190.00,190.00,389,406,2,bank
50,fan_in,6318,false,true,2,190.00,190.00,389,406,2,bank
50,fan_in,5293,false,true,2,190.00,190.00,389,406,2,bank
51,fan_in,246,true,true,2,130.00,130.00,90,105,2,bank
51,fan_in,3657,false,true,2,130.00,130.00,90,105,2,bank
51,fan_in,8244,false,true,2,130.00,130.00,90,105,2,bank
51,fan_in,9240,false,true,2,130.00,130.00,90,105,2,bank
51,fan_in,1351,false,true,2,130.00,130.00,90,105,2,bank
51,fan_in,9704,false,true,2,130.00,130.00,90,105,2,bank
52,fan_in,69,true,true,2,140.00,140.00,625,643,2,bank
52,fan_in,8992,false,true,2,140.00,140.00,625,643,2,bank
52,fan_in,1190,false,true,2,140.00,140.00,625,643,2,bank
52,fan_in,6874,false,true,2,140.00,140.00,625,643,2,bank
52,fan_in,251,false,true,2,140.00,140.00,625,643,2,bank
52,fan_in,4648,false,true,2,140.00,140.00,625,643,2,bank
52,fan_in,2978,false,true,2,140.00,140.00,625,643,2,bank
52,fan_in,5687,false,true,2,140.00,140.00,625,643,2,bank
52,fan_in,3845,false,true,2,140.00,140.00,625,643,2,bank
53,fan_in,198,true,true,2,150.00,150.00,214,223,2,bank
53,fan_in,545,false,true,2,150.00,150.00,214,223,2,bank
53,fan_in,11876,false,true,2,150.00,150.00,214,223,2,bank
53,fan_in,1754,false,true,2,150.00,150.00,214,223,2,bank
53,fan_in,3653,false,true,2,150.00,150.00,214,223,2,bank
53,fan_in,3182,false,true,2,150.00,150.00,214,223,2,bank
53,fan_in,5336,false,true,2,150.00,150.00,214,223,2,bank
54,fan_in,387,true,true,2,190.00,190.00,517,527,2,bank
54,fan_in,6072,false,true,2,190.00,190.00,517,527,2,bank
54,fan_in,9857,false,true,2,190.00,190.00,517,527,2,bank
54,fan_in,6036,false,true,2,190.00,190.00,517,527,2,bank
54,fan_in,5299,false,true,2,190.00,190.00,517,527,2,bank
54,fan_in,5853,false,true,2,190.00,190.00,517,527,2,bank
55,fan_in,628,true,true,2,150.00,150.00,251,258,2,bank
55,fan_in,2867,false,true,2,150.00,150.00,251,258,2,bank
55,fan_in,6082,false,true,2,150.00,150.00,251,258,2,bank
55,fan_in,1031,false,true,2,150.00,150.00,251,258,2,bank
55,fan_in,489,false,true,2,150.00,150.00,251,258,2,bank
55,fan_in,9846,false,true,2,150.00,150.00,251,258,2,bank
55,fan_in,108,false,true,2,150.00,150.00,251,258,2,bank
55,fan_in,9056,false,true,2,150.00,150.00,251,258,2,bank
55,fan_in,4373,false,true,2,150.00,150.00,251,258,2,bank
56,fan_in,580,true,true,2,110.00,110.00,417,428,2,bank
56,fan_in,8484,false,true,2,110.00,110.00,417,428,2,bank
56,fan_in,135,false,true,2,110.00,110.00,417,428,2,bank
56,fan_in,10406,false,true,2,110.00,110.00,417,428,2,bank
56,fan_in,10206,false,true,2,110.00,110.00,417,428,2,bank
57,fan_in,521,true,true,2,160.00,160.00,194,206,2,bank
57,fan_in,3251,false,true,2,160.00,160.00,194,206,2,bank
57,fan_in,9060,false,true,2,160.00,160.00,194,206,2,bank
57,fan_in,9661,false,true,2,160.00,160.00,194,206,2,bank
57,fan_in,2856,false,true,2,160.00,160.00,194,206,2,bank
