transaction_id,client_id,date_transaction,montant_fcfa,type_transaction,compte_destination_id,corridor,is_risky,type_anomalie
6464af08,CLI-00115,2026-02-03 00:00:00,9100.0,depot,,local,False,aucune
38ad25e3,CLI-00380,2026-02-03 00:00:00,9200.0,transfert_entrant,CLI-00464,local,False,aucune
dbda1675,CLI-00615,2026-02-03 00:00:00,50600.0,retrait,,local,False,aucune
7478e1e1,CLI-00143,2026-02-03 00:00:00,76300.0,decaissement_credit,,local,False,aucune
78aac0ce,CLI-00409,2026-02-03 00:00:00,39900.0,depot,,local,False,aucune
13cfdebe,CLI-00374,2026-02-03 00:00:00,6600.0,retrait,,local,False,aucune
7d4eff51,CLI-00621,2026-02-03 00:00:00,31400.0,transfert_entrant,CLI-00376,regional_uemoa,False,aucune
4dc16478,CLI-00372,2026-02-03 00:00:00,180100.0,depot,,local,False,aucune
b52dc7ac,CLI-00125,2026-02-03 00:00:00,32600.0,retrait,,local,False,aucune
b1658c51,CLI-00779,2026-02-03 00:00:00,43600.0,retrait,,local,False,aucune
7acc7c2b,CLI-00654,2026-02-03 00:00:00,28300.0,depot,,local,False,aucune
ee8e2c2c,CLI-00068,2026-02-03 00:00:00,233200.0,remboursement_credit,,local,False,aucune
0487063a,CLI-00323,2026-02-03 00:00:00,18200.0,transfert_sortant,CLI-00598,local,False,aucune
e714c7b5,CLI-00446,2026-02-03 00:00:00,79600.0,retrait,,local,False,aucune
8bd41611,CLI-00461,2026-02-03 00:00:00,45600.0,depot,,regional_uemoa,False,aucune
078796bb,CLI-00060,2026-02-03 00:00:00,16800.0,remboursement_credit,,local,False,aucune
ae729d76,CLI-00469,2026-02-03 00:00:00,22900.0,transfert_sortant,CLI-00731,regional_uemoa,False,aucune
9d68a7d9,CLI-00785,2026-02-03 00:00:00,9800.0,decaissement_credit,,local,False,aucune
35789d77,CLI-00490,2026-02-03 00:00:00,66200.0,transfert_sortant,CLI-00709,local,False,aucune
bc7a7c86,CLI-00446,2026-02-03 00:00:00,24900.0,depot,,local,False,aucune
c04f6506,CLI-00315,2026-02-03 00:00:00,44300.0,retrait,,regional_uemoa,False,aucune
6a1a9849,CLI-00305,2026-02-03 00:00:00,21200.0,retrait,,regional_uemoa,False,aucune
510e1395,CLI-00043,2026-02-03 00:00:00,93300.0,retrait,,local,False,aucune
276b4d6f,CLI-00066,2026-02-03 00:00:00,80000.0,depot,,local,False,aucune
63448ff4,CLI-00328,2026-02-03 00:00:00,32000.0,remboursement_credit,,local,False,aucune
86c34cbd,CLI-00703,2026-02-03 00:00:00,6800.0,transfert_entrant,CLI-00599,regional_uemoa,False,aucune
335d4b5c,CLI-00054,2026-02-03 00:00:00,130600.0,depot,,local,False,aucune
4eaa886e,CLI-00460,2026-02-03 00:00:00,20600.0,retrait,,local,False,aucune
609fc6e9,CLI-00788,2026-02-03 00:00:00,219400.0,depot,,local,False,aucune
bdfd9056,CLI-00345,2026-02-03 00:00:00,11100.0,decaissement_credit,,local,False,aucune
be869836,CLI-00670,2026-02-03 00:00:00,262000.0,depot,,transfrontalier_sensible,False,aucune
90786335,CLI-00755,2026-02-03 00:00:00,346800.0,retrait,,local,False,aucune
3b2c526b,CLI-00336,2026-02-03 00:00:00,8700.0,depot,,local,False,aucune
40acdd8d,CLI-00737,2026-02-03 00:00:00,6400.0,depot,,local,False,aucune
0a12f005,CLI-00674,2026-02-03 00:00:00,23100.0,depot,,regional_uemoa,False,aucune
b559a7b9,CLI-00693,2026-02-03 00:00:00,46600.0,remboursement_credit,,local,False,aucune
f77a5773,CLI-00488,2026-02-03 00:00:00,30600.0,transfert_entrant,CLI-00304,local,False,aucune
a94a82d8,CLI-00311,2026-02-03 00:00:00,22700.0,depot,,transfrontalier_sensible,False,aucune
55e40af4,CLI-00676,2026-02-03 00:00:00,67500.0,retrait,,local,False,aucune
a71a5062,CLI-00459,2026-02-04 00:00:00,27200.0,depot,,transfrontalier_sensible,False,aucune
1ef5d652,CLI-00139,2026-02-04 00:00:00,37800.0,depot,,local,False,aucune
799020c6,CLI-00405,2026-02-04 00:00:00,14800.0,retrait,,transfrontalier_sensible,False,aucune
eadc7b55,CLI-00588,2026-02-04 00:00:00,9900.0,transfert_entrant,CLI-00658,local,False,aucune
5ccd8acd,CLI-00591,2026-02-04 00:00:00,23600.0,depot,,local,False,aucune
79821fa5,CLI-00196,2026-02-04 00:00:00,23600.0,transfert_entrant,CLI-00416,local,False,aucune
c058e265,CLI-00149,2026-02-04 00:00:00,15800.0,decaissement_credit,,regional_uemoa,False,aucune
86b61e5a,CLI-00580,2026-02-04 00:00:00,443700.0,depot,,local,False,aucune
32df57ab,CLI-00013,2026-02-04 00:00:00,227600.0,depot,,local,False,aucune
8190266e,CLI-00567,2026-02-04 00:00:00,28600.0,retrait,,local,False,aucune
2b504a2e,CLI-00775,2026-02-04 00:00:00,32700.0,retrait,,regional_uemoa,False,aucune
47772e8c,CLI-00208,2026-02-04 00:00:00,24300.0,remboursement_credit,,regional_uemoa,False,aucune
050dde39,CLI-00010,2026-02-04 00:00:00,101500.0,remboursement_credit,,local,False,aucune
487ac9bb,CLI-00529,2026-02-04 00:00:00,1100.0,transfert_entrant,CLI-00383,regional_uemoa,False,aucune
abd37d03,CLI-00206,2026-02-04 00:00:00,5200.0,retrait,,transfrontalier_sensible,False,aucune
b9dad926,CLI-00202,2026-02-04 00:00:00,148700.0,retrait,,local,False,aucune
eb3b54d7,CLI-00242,2026-02-04 00:00:00,42600.0,remboursement_credit,,local,False,aucune
df4d632b,CLI-00490,2026-02-04 00:00:00,10700.0,retrait,,local,False,aucune
6cdbb761,CLI-00520,2026-02-04 00:00:00,76100.0,depot,,local,False,aucune
48f93065,CLI-00421,2026-02-04 00:00:00,52100.0,retrait,,local,False,aucune
667deed2,CLI-00407,2026-02-04 00:00:00,203100.0,retrait,,local,False,aucune
690f7642,CLI-00592,2026-02-04 00:00:00,17400.0,remboursement_credit,,regional_uemoa,False,aucune
a7e48b35,CLI-00796,2026-02-04 00:00:00,210900.0,depot,,local,False,aucune
78041892,CLI-00390,2026-02-04 00:00:00,28800.0,retrait,,local,False,aucune
97915a7d,CLI-00357,2026-02-04 00:00:00,26300.0,depot,,local,False,aucune
86ca64fa,CLI-00103,2026-02-04 00:00:00,43600.0,retrait,,local,False,aucune
e4ee3a2e,CLI-00759,2026-02-04 00:00:00,37500.0,depot,,local,False,aucune
99c413a4,CLI-00092,2026-02-04 00:00:00,69100.0,retrait,,local,False,aucune
356ba1d6,CLI-00664,2026-02-04 00:00:00,18300.0,transfert_entrant,CLI-00387,regional_uemoa,False,aucune
73f5c159,CLI-00665,2026-02-04 00:00:00,35600.0,depot,,local,False,aucune
8d5beaf0,CLI-00033,2026-02-04 00:00:00,4000.0,retrait,,local,False,aucune
72b54f78,CLI-00334,2026-02-04 00:00:00,83300.0,depot,,regional_uemoa,False,aucune
2690d9af,CLI-00071,2026-02-04 00:00:00,114400.0,transfert_entrant,CLI-00354,local,False,aucune
fa3b8971,CLI-00070,2026-02-04 00:00:00,68100.0,depot,,local,False,aucune
ee17a1a3,CLI-00065,2026-02-04 00:00:00,70500.0,decaissement_credit,,local,False,aucune
3e70d144,CLI-00065,2026-02-04 00:00:00,45600.0,remboursement_credit,,local,False,aucune
f44f5113,CLI-00054,2026-02-04 00:00:00,38700.0,remboursement_credit,,local,False,aucune
6960f6f5,CLI-00734,2026-02-04 00:00:00,19900.0,retrait,,regional_uemoa,False,aucune
fb7d60a6,CLI-00037,2026-02-04 00:00:00,19400.0,retrait,,local,False,aucune
1b92de93,CLI-00274,2026-02-04 00:00:00,35700.0,retrait,,local,False,aucune
1867f945,CLI-00366,2026-02-04 00:00:00,15300.0,decaissement_credit,,local,False,aucune
2a882045,CLI-00283,2026-02-04 00:00:00,142000.0,remboursement_credit,,regional_uemoa,False,aucune
abef7b9f,CLI-00452,2026-02-04 00:00:00,159700.0,retrait,,transfrontalier_sensible,False,aucune
3910be10,CLI-00597,2026-02-04 00:00:00,59300.0,transfert_sortant,CLI-00193,local,False,aucune
6695b517,CLI-00798,2026-02-04 00:00:00,41300.0,depot,,regional_uemoa,False,aucune
88617ac2,CLI-00121,2026-02-04 00:00:00,72000.0,transfert_entrant,CLI-00552,local,False,aucune
6c0d62b5,CLI-00619,2026-02-04 00:00:00,10500.0,depot,,local,False,aucune
8a9ce8ae,CLI-00266,2026-02-04 00:00:00,67500.0,transfert_sortant,CLI-00763,local,False,aucune
9853681b,CLI-00629,2026-02-04 00:00:00,21700.0,decaissement_credit,,local,False,aucune
94029ee8,CLI-00457,2026-02-04 00:00:00,39500.0,transfert_sortant,CLI-00672,local,False,aucune
d436a88b,CLI-00126,2026-02-04 00:00:00,129700.0,decaissement_credit,,local,False,aucune
62dcdcb9,CLI-00476,2026-02-05 00:00:00,412500.0,depot,,transfrontalier_sensible,False,aucune
5a7a5e92,CLI-00706,2026-02-05 00:00:00,13000.0,transfert_sortant,CLI-00313,local,False,aucune
56583762,CLI-00709,2026-02-05 00:00:00,67000.0,depot,,local,False,aucune
0941d2fd,CLI-00715,2026-02-05 00:00:00,4500.0,depot,,local,False,aucune
56b4a7d9,CLI-00603,2026-02-05 00:00:00,50500.0,decaissement_credit,,local,False,aucune
66ba1d2d,CLI-00728,2026-02-05 00:00:00,13000.0,retrait,,regional_uemoa,False,aucune
317f249f,CLI-00046,2026-02-05 00:00:00,44000.0,remboursement_credit,,local,False,aucune
d87a3275,CLI-00139,2026-02-05 00:00:00,26900.0,depot,,local,False,aucune
ef2b1a3f,CLI-00040,2026-02-05 00:00:00,22500.0,retrait,,local,False,aucune
b6621048,CLI-00128,2026-02-05 00:00:00,114800.0,remboursement_credit,,local,False,aucune
f240ff23,CLI-00615,2026-02-05 00:00:00,116000.0,depot,,local,False,aucune
f6c6dcd2,CLI-00548,2026-02-05 00:00:00,222900.0,depot,,local,False,aucune
21d74c96,CLI-00552,2026-02-05 00:00:00,18700.0,remboursement_credit,,local,False,aucune
b83dff7b,CLI-00782,2026-02-05 00:00:00,16000.0,depot,,local,False,aucune
fb098cc0,CLI-00507,2026-02-05 00:00:00,44900.0,transfert_sortant,CLI-00451,transfrontalier_sensible,False,aucune
d2bad4e1,CLI-00570,2026-02-05 00:00:00,1081600.0,decaissement_credit,,local,False,aucune
51927c20,CLI-00507,2026-02-05 00:00:00,25200.0,retrait,,regional_uemoa,False,aucune
3a6b4bd1,CLI-00661,2026-02-05 00:00:00,36600.0,depot,,local,False,aucune
8f0f3936,CLI-00594,2026-02-05 00:00:00,174800.0,remboursement_credit,,transfrontalier_sensible,False,aucune
97b260d8,CLI-00511,2026-02-05 00:00:00,4100.0,transfert_entrant,CLI-00440,transfrontalier_sensible,False,aucune
3ba5005e,CLI-00111,2026-02-05 00:00:00,13800.0,transfert_entrant,CLI-00772,local,False,aucune
e398e29f,CLI-00155,2026-02-05 00:00:00,143500.0,transfert_sortant,CLI-00755,local,False,aucune
04bb5e2f,CLI-00761,2026-02-05 00:00:00,61200.0,depot,,local,False,aucune
84373cc7,CLI-00641,2026-02-05 00:00:00,433300.0,depot,,local,False,aucune
05a64fa0,CLI-00479,2026-02-05 00:00:00,64800.0,depot,,regional_uemoa,False,aucune
acebdff6,CLI-00014,2026-02-05 00:00:00,93400.0,depot,,local,False,aucune
cc75cab8,CLI-00746,2026-02-05 00:00:00,247400.0,retrait,,local,False,aucune
65ca823e,CLI-00417,2026-02-05 00:00:00,25500.0,remboursement_credit,,local,False,aucune
8b007015,CLI-00274,2026-02-05 00:00:00,16800.0,remboursement_credit,,regional_uemoa,False,aucune
946db829,CLI-00334,2026-02-05 00:00:00,113800.0,retrait,,regional_uemoa,False,aucune
9c625521,CLI-00292,2026-02-05 00:00:00,94800.0,transfert_entrant,CLI-00028,local,False,aucune
e974d37a,CLI-00394,2026-02-05 00:00:00,92200.0,depot,,local,False,aucune
fcb27400,CLI-00299,2026-02-05 00:00:00,68400.0,remboursement_credit,,regional_uemoa,False,aucune
e130c622,CLI-00352,2026-02-05 00:00:00,275900.0,depot,,local,False,aucune
cc145282,CLI-00415,2026-02-05 00:00:00,6200.0,remboursement_credit,,local,False,aucune
ef49c4ab,CLI-00236,2026-02-05 00:00:00,40800.0,retrait,,local,False,aucune
7e193f31,CLI-00413,2026-02-05 00:00:00,150700.0,depot,,local,False,aucune
e2f2ee41,CLI-00380,2026-02-05 00:00:00,43400.0,depot,,local,False,aucune
58105f26,CLI-00787,2026-02-05 00:00:00,3100.0,transfert_sortant,CLI-00635,local,False,aucune
cf8ba71b,CLI-00312,2026-02-05 00:00:00,393800.0,retrait,,local,False,aucune
36cd3528,CLI-00310,2026-02-05 00:00:00,219000.0,remboursement_credit,,local,False,aucune
57b62870,CLI-00328,2026-02-05 00:00:00,125200.0,transfert_sortant,CLI-00729,regional_uemoa,False,aucune
6a82bd04,CLI-00370,2026-02-06 00:00:00,198800.0,transfert_sortant,CLI-00482,local,False,aucune
b79dce51,CLI-00627,2026-02-06 00:00:00,46100.0,transfert_entrant,CLI-00291,local,False,aucune
9b41d1c0,CLI-00519,2026-02-06 00:00:00,11000.0,retrait,,local,False,aucune
caa048d1,CLI-00113,2026-02-06 00:00:00,110100.0,depot,,local,False,aucune
729463b1,CLI-00420,2026-02-06 00:00:00,90000.0,transfert_entrant,CLI-00526,local,False,aucune
7bd73743,CLI-00602,2026-02-06 00:00:00,3400.0,decaissement_credit,,local,False,aucune
65600841,CLI-00277,2026-02-06 00:00:00,50600.0,transfert_entrant,CLI-00446,regional_uemoa,False,aucune
03b78bac,CLI-00620,2026-02-06 00:00:00,58400.0,retrait,,local,False,aucune
1a4f571b,CLI-00353,2026-02-06 00:00:00,21700.0,retrait,,local,False,aucune
adcd4f93,CLI-00569,2026-02-06 00:00:00,61800.0,transfert_entrant,CLI-00504,regional_uemoa,False,aucune
54ec1998,CLI-00758,2026-02-06 00:00:00,290900.0,transfert_entrant,CLI-00056,local,False,aucune
f810bfbc,CLI-00370,2026-02-06 00:00:00,39900.0,transfert_sortant,CLI-00437,regional_uemoa,False,aucune
1de96146,CLI-00242,2026-02-06 00:00:00,22400.0,transfert_entrant,CLI-00189,local,False,aucune
23c4c3de,CLI-00610,2026-02-06 00:00:00,11700.0,retrait,,local,False,aucune
1d45afab,CLI-00173,2026-02-06 00:00:00,39400.0,retrait,,local,False,aucune
2a77c42d,CLI-00794,2026-02-06 00:00:00,31700.0,depot,,local,False,aucune
7ba4922f,CLI-00572,2026-02-06 00:00:00,82200.0,transfert_entrant,CLI-00348,local,False,aucune
950aeb32,CLI-00412,2026-02-06 00:00:00,279400.0,depot,,local,False,aucune
542fe4bd,CLI-00574,2026-02-06 00:00:00,24300.0,depot,,local,False,aucune
845a444a,CLI-00396,2026-02-06 00:00:00,88500.0,decaissement_credit,,local,False,aucune
dae1c0d7,CLI-00391,2026-02-06 00:00:00,115300.0,retrait,,regional_uemoa,False,aucune
9086502a,CLI-00134,2026-02-06 00:00:00,9800.0,depot,,local,False,aucune
cbfc353a,CLI-00602,2026-02-06 00:00:00,49900.0,decaissement_credit,,local,False,aucune
373aeb16,CLI-00537,2026-02-06 00:00:00,352000.0,transfert_entrant,CLI-00045,local,False,aucune
a60ef4fb,CLI-00385,2026-02-06 00:00:00,26400.0,decaissement_credit,,local,False,aucune
88c1e457,CLI-00609,2026-02-06 00:00:00,115800.0,transfert_entrant,CLI-00601,regional_uemoa,False,aucune
dff6ce3f,CLI-00383,2026-02-06 00:00:00,76400.0,depot,,local,False,aucune
1bee0408,CLI-00126,2026-02-06 00:00:00,18700.0,depot,,local,False,aucune
31ab4ca6,CLI-00664,2026-02-06 00:00:00,224000.0,remboursement_credit,,local,False,aucune
096b8b9c,CLI-00611,2026-02-06 00:00:00,47000.0,depot,,local,False,aucune
181f51a7,CLI-00125,2026-02-06 00:00:00,10300.0,depot,,local,False,aucune
a6adf672,CLI-00433,2026-02-06 00:00:00,19700.0,retrait,,local,False,aucune
6895a7a6,CLI-00497,2026-02-06 00:00:00,34900.0,decaissement_credit,,local,False,aucune
330e94fa,CLI-00669,2026-02-06 00:00:00,153500.0,depot,,local,False,aucune
73770fb6,CLI-00689,2026-02-06 00:00:00,17300.0,retrait,,local,False,aucune
e17f3b13,CLI-00070,2026-02-06 00:00:00,13100.0,retrait,,local,False,aucune
1a08301f,CLI-00068,2026-02-06 00:00:00,206500.0,decaissement_credit,,local,False,aucune
3bb6e6f7,CLI-00286,2026-02-06 00:00:00,10600.0,depot,,regional_uemoa,False,aucune
a2d56ea8,CLI-00296,2026-02-06 00:00:00,6600.0,transfert_entrant,CLI-00457,local,False,aucune
3bbc5c76,CLI-00065,2026-02-06 00:00:00,85200.0,retrait,,local,False,aucune
579c2f25,CLI-00228,2026-02-06 00:00:00,325600.0,depot,,local,False,aucune
995d2549,CLI-00469,2026-02-06 00:00:00,38500.0,depot,,local,False,aucune
df182581,CLI-00060,2026-02-06 00:00:00,6900.0,transfert_entrant,CLI-00382,transfrontalier_sensible,False,aucune
7c1d3c36,CLI-00464,2026-02-06 00:00:00,69300.0,depot,,local,False,aucune
5685bbf6,CLI-00215,2026-02-06 00:00:00,48400.0,transfert_sortant,CLI-00636,local,False,aucune
f8b0a99a,CLI-00058,2026-02-06 00:00:00,8700.0,transfert_sortant,CLI-00217,local,False,aucune
7e63a3c4,CLI-00730,2026-02-06 00:00:00,109000.0,retrait,,local,False,aucune
70d4efe2,CLI-00731,2026-02-06 00:00:00,56800.0,decaissement_credit,,local,False,aucune
264f0d02,CLI-00043,2026-02-06 00:00:00,14100.0,transfert_entrant,CLI-00362,local,False,aucune
7b5ba4e2,CLI-00080,2026-02-06 00:00:00,15200.0,remboursement_credit,,local,False,aucune
0cd3c8fd,CLI-00479,2026-02-06 00:00:00,106600.0,depot,,local,False,aucune
a1aa16ec,CLI-00329,2026-02-06 00:00:00,3100.0,remboursement_credit,,local,False,aucune
4375771c,CLI-00568,2026-02-06 00:00:00,45100.0,transfert_entrant,CLI-00349,local,False,aucune
b2788f3b,CLI-00681,2026-02-06 00:00:00,48000.0,transfert_sortant,CLI-00031,local,False,aucune
b3419827,CLI-00487,2026-02-06 00:00:00,29600.0,remboursement_credit,,local,False,aucune
4fc358af,CLI-00232,2026-02-06 00:00:00,6400.0,depot,,local,False,aucune
fd2fe9d3,CLI-00002,2026-02-06 00:00:00,16400.0,retrait,,local,False,aucune
690529ef,CLI-00082,2026-02-06 00:00:00,17700.0,transfert_entrant,CLI-00256,local,False,aucune
001014ab,CLI-00671,2026-02-06 00:00:00,121400.0,retrait,,local,False,aucune
1f88f64b,CLI-00680,2026-02-06 00:00:00,10500.0,transfert_entrant,CLI-00615,local,False,aucune
788e5462,CLI-00756,2026-02-06 00:00:00,23700.0,retrait,,transfrontalier_sensible,False,aucune
1276141f,CLI-00671,2026-02-07 00:00:00,82500.0,remboursement_credit,,regional_uemoa,False,aucune
bad5d2a0,CLI-00582,2026-02-07 00:00:00,5100.0,depot,,local,False,aucune
97e7a649,CLI-00407,2026-02-07 00:00:00,113000.0,decaissement_credit,,regional_uemoa,False,aucune
d9ad9a0c,CLI-00141,2026-02-07 00:00:00,30600.0,remboursement_credit,,regional_uemoa,False,aucune
dc411513,CLI-00296,2026-02-07 00:00:00,60700.0,depot,,transfrontalier_sensible,False,aucune
67fb5f9d,CLI-00349,2026-02-07 00:00:00,32700.0,decaissement_credit,,local,False,aucune
81da9d1e,CLI-00313,2026-02-07 00:00:00,57800.0,transfert_sortant,CLI-00221,regional_uemoa,False,aucune
ad01bccb,CLI-00572,2026-02-07 00:00:00,11400.0,decaissement_credit,,local,False,aucune
d64f663c,CLI-00723,2026-02-07 00:00:00,62900.0,retrait,,local,False,aucune
e0e9aeb2,CLI-00721,2026-02-07 00:00:00,324100.0,depot,,local,False,aucune
492be2a6,CLI-00097,2026-02-07 00:00:00,328900.0,retrait,,local,False,aucune
54eccee5,CLI-00768,2026-02-07 00:00:00,104600.0,depot,,local,False,aucune
50625441,CLI-00306,2026-02-07 00:00:00,34500.0,retrait,,local,False,aucune
1ee092f2,CLI-00400,2026-02-07 00:00:00,101600.0,remboursement_credit,,local,False,aucune
97b855cf,CLI-00113,2026-02-07 00:00:00,104600.0,remboursement_credit,,local,False,aucune
2f579e79,CLI-00136,2026-02-07 00:00:00,16100.0,depot,,local,False,aucune
483d1f1b,CLI-00631,2026-02-07 00:00:00,22500.0,retrait,,regional_uemoa,False,aucune
2892ec2e,CLI-00072,2026-02-07 00:00:00,92400.0,retrait,,local,False,aucune
0fd4045c,CLI-00072,2026-02-07 00:00:00,33800.0,depot,,local,False,aucune
baa65fa7,CLI-00379,2026-02-07 00:00:00,444400.0,transfert_sortant,CLI-00546,local,False,aucune
d0c12a35,CLI-00766,2026-02-07 00:00:00,5900.0,transfert_sortant,CLI-00645,regional_uemoa,False,aucune
023d0f59,CLI-00109,2026-02-07 00:00:00,9700.0,transfert_sortant,CLI-00486,local,False,aucune
2b5d17fe,CLI-00768,2026-02-07 00:00:00,18200.0,retrait,,local,False,aucune
5a9fd689,CLI-00070,2026-02-07 00:00:00,66200.0,retrait,,regional_uemoa,False,aucune
b7b40e0d,CLI-00369,2026-02-07 00:00:00,71400.0,transfert_sortant,CLI-00108,local,False,aucune
ca4702cc,CLI-00705,2026-02-07 00:00:00,68200.0,depot,,local,False,aucune
e8e64915,CLI-00649,2026-02-07 00:00:00,5900.0,depot,,local,False,aucune
f6dbb7af,CLI-00296,2026-02-07 00:00:00,33400.0,depot,,local,False,aucune
b6531070,CLI-00711,2026-02-07 00:00:00,214200.0,transfert_sortant,CLI-00215,local,False,aucune
12ce365b,CLI-00132,2026-02-07 00:00:00,55200.0,depot,,local,False,aucune
bfc8d37b,CLI-00106,2026-02-07 00:00:00,22500.0,retrait,,local,False,aucune
a765be06,CLI-00653,2026-02-07 00:00:00,26300.0,depot,,local,False,aucune
f24fc64d,CLI-00450,2026-02-07 00:00:00,51300.0,retrait,,transfrontalier_sensible,False,aucune
320ea347,CLI-00565,2026-02-07 00:00:00,31300.0,depot,,local,False,aucune
0389e1de,CLI-00531,2026-02-07 00:00:00,71100.0,depot,,local,False,aucune
b28dd435,CLI-00515,2026-02-07 00:00:00,28100.0,depot,,local,False,aucune
eea3b66b,CLI-00420,2026-02-07 00:00:00,19100.0,remboursement_credit,,regional_uemoa,False,aucune
da121311,CLI-00192,2026-02-07 00:00:00,39200.0,depot,,regional_uemoa,False,aucune
3cf1f0f6,CLI-00541,2026-02-07 00:00:00,175100.0,retrait,,regional_uemoa,False,aucune
ae983205,CLI-00195,2026-02-07 00:00:00,15700.0,transfert_sortant,CLI-00569,local,False,aucune
4ce8529c,CLI-00492,2026-02-07 00:00:00,241600.0,decaissement_credit,,local,False,aucune
c99ff097,CLI-00550,2026-02-07 00:00:00,35900.0,transfert_entrant,CLI-00473,local,False,aucune
d4308faf,CLI-00432,2026-02-07 00:00:00,8000.0,transfert_entrant,CLI-00593,regional_uemoa,False,aucune
d6096154,CLI-00172,2026-02-07 00:00:00,1007300.0,depot,,local,False,aucune
0e1dae52,CLI-00481,2026-02-07 00:00:00,539800.0,transfert_sortant,CLI-00398,local,False,aucune
0bfc3085,CLI-00556,2026-02-07 00:00:00,21200.0,depot,,local,False,aucune
b9377c33,CLI-00488,2026-02-07 00:00:00,286100.0,depot,,local,False,aucune
f7206dc3,CLI-00008,2026-02-07 00:00:00,229200.0,retrait,,local,False,aucune
b141e0ce,CLI-00786,2026-02-07 00:00:00,155400.0,depot,,local,False,aucune
f1d9be34,CLI-00787,2026-02-07 00:00:00,237700.0,remboursement_credit,,transfrontalier_sensible,False,aucune
6ebfe3f1,CLI-00228,2026-02-07 00:00:00,16100.0,retrait,,local,False,aucune
f9346e80,CLI-00461,2026-02-08 00:00:00,61600.0,depot,,local,False,aucune
d91b4aee,CLI-00653,2026-02-08 00:00:00,12100.0,transfert_sortant,CLI-00491,local,False,aucune
2279310d,CLI-00651,2026-02-08 00:00:00,80900.0,transfert_entrant,CLI-00410,local,False,aucune
267e0d4c,CLI-00195,2026-02-08 00:00:00,279500.0,remboursement_credit,,local,False,aucune
2e53b3a5,CLI-00724,2026-02-08 00:00:00,6900.0,transfert_sortant,CLI-00583,local,False,aucune
de95557b,CLI-00003,2026-02-08 00:00:00,114200.0,depot,,local,False,aucune
20661b62,CLI-00226,2026-02-08 00:00:00,42200.0,depot,,transfrontalier_sensible,False,aucune
f03da44d,CLI-00618,2026-02-08 00:00:00,44100.0,remboursement_credit,,local,False,aucune
6f35b797,CLI-00449,2026-02-08 00:00:00,108800.0,retrait,,local,False,aucune
7386f3bf,CLI-00185,2026-02-08 00:00:00,26300.0,retrait,,local,False,aucune
56687d7d,CLI-00449,2026-02-08 00:00:00,25300.0,retrait,,regional_uemoa,False,aucune
0bde9df2,CLI-00517,2026-02-08 00:00:00,82900.0,remboursement_credit,,local,False,aucune
8439a596,CLI-00181,2026-02-08 00:00:00,29600.0,decaissement_credit,,local,False,aucune
25fa6f12,CLI-00118,2026-02-08 00:00:00,264200.0,depot,,local,False,aucune
5743629d,CLI-00118,2026-02-08 00:00:00,40800.0,remboursement_credit,,local,False,aucune
2741062b,CLI-00526,2026-02-08 00:00:00,186400.0,transfert_entrant,CLI-00066,local,False,aucune
